onet_soc_code,title,description,stem_occupation_types,bright_outlook,job_zone,updated_year,reported_job_titles,n_tasks,n_subtasks,detail_fetched,source_url,fetched_at
17-2051.01,Transportation Engineers,"Develop plans for surface transportation projects, according to established engineering standards and state or federal construction policy. Prepare designs, specifications, or estimates for transportation facilities. Plan modifications of existing streets, highways, or freeways to improve traffic flow.","Research, Development, Design, and Practitioners",1,4,2026,Engineer; Project Engineer; Rail Engineer; Roadway Designer; Roadway Engineer; State Roadway Design Engineer; Traffic Engineer; Traffic Operations Engineer; Transportation Engineer,27,26,1,https://www.onetonline.org/link/details/17-2051.01,2026-09-16T20:55:48Z
17-2051.02,Water/Wastewater Engineers,"Design or oversee projects involving provision of potable water, disposal of wastewater and sewage, or prevention of flood-related damage. Prepare environmental documentation for water resources, regulatory program compliance, data management and analysis, and field work. Perform hydraulic modeling and pipeline design.","Research, Development, Design, and Practitioners",1,4,2025,Consulting Engineer; County Engineer; Engineer; Project Development Engineer,28,21,1,https://www.onetonline.org/link/details/17-2051.02,2026-09-16T20:55:49Z
17-2061.00,Computer Hardware Engineers,"Research, design, develop, or test computer or computer-related equipment for commercial, industrial, military, or scientific use. May supervise the manufacturing and installation of computer or computer-related equipment and components.","Research, Development, Design, and Practitioners",1,4,2026,Design Engineer; Engineer; Field Service Engineer; Hardware Design Engineer; Hardware Engineer; Physical Design Engineer; Project Engineer; Staff Engineer; Systems Integration Engineer,18,17,1,https://www.onetonline.org/link/details/17-2061.00,2026-09-16T20:55:50Z
17-2071.00,Electrical Engineers,"Research, design, develop, test, or supervise the manufacturing and installation of electrical equipment, components, or systems for commercial, industrial, military, or scientific use.","Research, Development, Design, and Practitioners",1,4,2026,Circuits Engineer; Design Engineer; Electrical Controls Engineer; Electrical Design Engineer; Electrical Engineer; Electrical Project Engineer; Engineer; Instrumentation and Electrical Reliability Engineer (I&E Reliability Engineer); Project Engineer; Test Engineer,22,29,1,https://www.onetonline.org/link/details/17-2071.00,2026-09-16T20:55:50Z
17-2072.00,"Electronics Engineers, Except Computer","Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties. Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls.","Research, Development, Design, and Practitioners",1,4,2026,Compatibility Test Engineer; Design Engineer; Electronics Design Engineer; Engineer; Evaluation Engineer; Integrated Circuit Design Engineer (IC Design Engineer); Product Engineer; Radio Frequency Engineer (RF Engineer); Research and Development Engineer (R and D Engineer); Test Engineer,20,23,1,https://www.onetonline.org/link/details/17-2072.00,2026-09-16T20:55:51Z
17-2072.01,Radio Frequency Identification Device Specialists,Design and implement radio frequency identification device (RFID) systems used to track shipments or goods.,"Research, Development, Design, and Practitioners",1,4,2026,Deployment Engineer; Electro Magnetic Compatibility Test Engineer; RFID Engineer (Radio Frequency Identification Device Engineer); RFID Systems Engineer (Radio Frequency Identification Device Systems Engineer); Technical Support Engineer,21,20,1,https://www.onetonline.org/link/details/17-2072.01,2026-09-16T20:55:52Z
17-2081.00,Environmental Engineers,"Research, design, plan, or perform engineering duties in the prevention, control, and remediation of environmental hazards using various engineering disciplines. Work may include waste treatment, site remediation, or pollution control technology.","Research, Development, Design, and Practitioners",0,4,2026,Air Pollution Control Engineer; Engineer; Engineering Consultant; Environmental Analyst; Environmental Consultant; Environmental Engineer; Environmental Remediation Specialist; Hazardous Substances Engineer; Sanitary Engineer,29,27,1,https://www.onetonline.org/link/details/17-2081.00,2026-09-16T20:55:52Z
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Promote worksite or product safety by applying knowledge of industrial processes, mechanics, chemistry, psychology, and industrial health and safety laws. Includes industrial product safety engineers.","Research, Development, Design, and Practitioners",0,4,2026,Health and Safety Specialist; Industrial Hygienist; Industrial Safety Engineer; Product Safety and Standards Engineer; Product Safety Consultant; Product Safety Engineer; Safety and Health Consultant; Safety Engineer; Service Loss Control Consultant; System Safety Engineer,27,25,1,https://www.onetonline.org/link/details/17-2111.00,2026-09-16T20:55:53Z
17-2111.02,Fire-Prevention and Protection Engineers,"Research causes of fires, determine fire protection methods, and design or recommend materials or equipment such as structural components or fire-detection equipment to assist organizations in safeguarding life and property against fire, explosion, and related hazards.","Research, Development, Design, and Practitioners",0,4,2026,Consulting Engineer; Engineer; Fire Protection Consultant; Fire Protection Engineer (FPE); Forensic Fire Protection Engineer; Licensed Fire Protection Engineer; Professional Fire Protection Engineer,16,18,1,https://www.onetonline.org/link/details/17-2111.02,2026-09-16T20:55:54Z
17-2112.00,Industrial Engineers,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination.","Research, Development, Design, and Practitioners",1,4,2026,Continuous Improvement Engineer; Engineer; Facilities Engineer; Industrial Engineer; Operations Engineer; Plant Engineer; Process Engineer; Project Engineer; Quality Engineer; Research and Development Engineer (R and D Engineer),20,21,1,https://www.onetonline.org/link/details/17-2112.00,2026-09-16T20:55:54Z
17-2112.01,Human Factors Engineers and Ergonomists,"Design objects, facilities, and environments to optimize human well-being and overall system performance, applying theory, principles, and data regarding the relationship between humans and respective technology. Investigate and analyze characteristics of human behavior and performance as it relates to the use of technology.","Research, Development, Design, and Practitioners",1,5,2026,Board Certified Ergonomist; Certified Professional Ergonomist; Cognitive Engineer; Engineer; Ergonomic Consultant; Ergonomics Technical Advisor; Ergonomist; Human Factors Advisor; Human Factors Engineer; Occupational Ergonomist,27,19,1,https://www.onetonline.org/link/details/17-2112.01,2026-09-16T20:55:55Z
